, ,AF201874,AF092062,AF008903,AY661041,AY661042,AY661045,AY661046,AY661047,AY661025,AY661048,AY661049,AY661052,AY661054,AY661073,AY661098,AY661151,AY661181,U08858,AY661050,AF008888,AY661053,AF008886,AY661067,AF008665,AY661066,AY661159,AY661174,AY661180,AY661182,AY661183,AF008725,AY661192,AY661200,AY661197,AY661201,AY661209,AY661019,AY661031,AY661024,AY661022,AY661020,AY661034,AY661023
145,AY661211,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,1,1,2,2,1,1,3,3,2,2,2,1,2,2,2,1,1,1,1,1,1,0,1,1
146,AY661175,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,0,0,0,1,1,2,1,2,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,1,2
147,Z46408,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,0,1,1,1,1,2,1,2,3,2,2,2,2,1,2,2,2,2,1,1,1,1,1,2,1,1
148,AY661204,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,0,0,0,1,0,2,1,1,3,3,3,3,3,2,3,2,2,2,2,2,2,1,2,3,1,2
149,AY661178,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,0,1,1,2,1,2,1,2,3,3,3,3,3,1,3,2,2,2,2,1,2,1,2,2,1,2
150,AY661176,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,0,1,1,2,2,2,2,2,3,3,3,3,3,2,2,2,2,2,2,2,2,1,2,2,1,2
151,AY661177,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,0,1,1,2,2,2,1,2,3,3,3,3,3,2,2,2,2,2,2,2,2,1,2,2,1,2
152,Z46414,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,0,1,1,1,1,2,1,1,3,2,3,3,3,1,2,2,2,1,2,1,1,1,1,2,1,1
153,Z46405,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,0,0,0,1,1,1,1,1,2,1,2,2,2,1,3,2,2,1,2,1,1,1,1,3,1,1
154,AY661180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,1,0,0,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1
155,AY661183,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,0,1,0,1,0,1,0,1,2,2,2,3,3,1,2,2,2,2,2,1,2,2,2,3,2,2
156,AY661179,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,0,0,0,1,0,1,1,1,2,2,3,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1
157,AY661182,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,0,1,0,2,1,2,1,1,2,2,2,3,2,1,2,2,2,2,2,2,2,1,2,1,2,2
158,AY661185,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,0,1,0,2,1,2,1,1,3,3,3,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2
159,AY661077,0,0,1,0,0,0,0,0,0,0,0,2,2,3,3,0,0,0,1,1,2,1,3,2,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
160,AY661100,0,0,1,0,0,0,0,0,0,0,0,2,2,3,3,1,1,0,2,2,2,1,3,2,3,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1
161,AY661103,0,0,1,0,0,0,0,0,0,0,0,2,2,2,3,0,0,0,2,1,2,1,3,2,2,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
162,AY661104,0,0,1,0,0,0,0,0,0,0,0,2,2,3,3,0,0,0,2,1,2,1,3,2,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
163,AY661102,0,0,1,0,0,0,0,0,0,0,0,2,2,3,3,0,0,0,2,1,2,2,3,2,3,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
164,AY661101,0,0,1,0,0,0,0,0,0,0,0,2,2,3,3,0,0,0,2,2,2,1,3,2,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
165,AY661105,0,0,1,0,0,0,0,0,0,0,0,2,2,3,3,0,0,0,2,1,2,1,3,2,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
166,AY661106,0,0,1,0,0,0,0,0,0,0,0,2,2,3,3,0,0,0,2,1,2,2,3,2,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
167,AY661107,0,0,1,0,0,0,0,0,0,0,0,2,2,3,3,0,0,0,2,1,2,2,3,2,3,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
168,AY661119,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,0,0,0,2,2,2,2,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,AY661109,0,0,1,0,0,0,0,0,0,0,0,2,2,2,3,0,0,0,1,1,2,1,2,2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
170,AY661111,0,0,1,0,0,0,0,0,0,0,0,2,2,3,3,0,0,0,1,1,2,2,3,2,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
171,AY661124,0,0,1,0,0,0,0,0,0,0,0,2,2,3,3,0,0,0,1,1,2,1,3,2,3,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
172,AY661122,0,0,1,0,0,0,0,0,0,0,0,2,2,3,3,1,1,0,2,2,2,2,3,2,3,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0
173,AY661123,0,0,1,0,0,0,0,0,0,0,0,2,2,3,3,0,0,0,1,1,2,1,3,2,3,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
174,AY661118,0,0,1,0,0,0,0,0,0,0,1,2,3,3,3,0,0,0,2,2,3,2,3,2,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
175,AY661113,0,0,1,0,0,0,0,0,0,0,0,2,2,3,3,1,1,0,2,1,2,1,3,2,3,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
176,AY661108,0,0,1,0,0,0,0,0,0,0,0,2,2,3,3,0,0,0,2,1,2,1,3,2,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
177,AY661082,0,0,1,0,0,0,0,0,0,0,0,2,2,3,3,0,0,0,2,1,2,2,3,2,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
178,AY661083,0,0,1,0,0,0,0,0,0,0,0,2,2,3,3,0,0,0,2,1,2,1,3,2,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
179,AY661084,0,0,1,0,0,0,0,0,0,0,0,2,2,3,3,0,0,0,2,1,2,2,3,2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
180,AY661085,0,0,1,0,0,0,0,0,0,0,0,2,2,3,3,1,1,0,2,2,2,1,3,2,2,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0
181,AY661086,0,0,1,0,0,0,0,0,0,0,0,2,2,3,3,0,1,0,1,1,2,1,3,2,2,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
182,AY661087,0,0,1,0,0,0,0,0,0,0,0,2,2,3,3,0,0,0,2,1,2,2,3,2,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
183,AY661089,0,0,1,0,0,0,0,0,0,0,0,2,2,3,3,0,0,0,2,1,2,1,3,2,3,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
184,AY661090,0,0,1,0,0,0,0,0,0,0,0,2,2,3,3,0,1,0,1,1,2,1,3,2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
185,AY661091,0,0,1,0,0,0,0,0,0,0,0,2,2,3,3,0,1,0,1,1,2,1,3,2,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
186,AY661092,0,0,1,0,0,0,0,0,0,0,0,2,2,3,3,0,1,0,2,1,2,1,3,2,2,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
187,AY661094,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,0,0,0,1,1,2,1,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,AY661112,0,0,1,0,0,0,0,0,0,0,0,2,2,3,3,0,0,0,2,2,2,2,3,2,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
189,AY661121,0,0,1,0,0,0,0,0,0,0,0,2,2,3,3,1,1,0,2,2,2,1,3,2,2,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
190,AY661184,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,0,1,0,1,0,1,0,1,2,1,2,2,2,2,3,2,2,2,2,1,1,1,1,3,1,2
191,AF008755,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,0,1,0,1,1,2,1,1,3,3,3,3,3,1,2,2,2,2,2,2,2,2,2,2,1,2
192,AY661196,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,0,1,0,1,1,2,1,1,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,3,2,2
193,AY661186,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,0,1,0,1,1,2,1,1,2,2,3,3,3,1,2,2,2,2,2,1,2,1,2,2,2,2
194,AY661187,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,0,1,0,1,1,2,1,1,2,2,2,2,3,1,3,3,2,2,2,2,2,2,2,3,2,2
195,AY661189,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,0,0,0,1,0,1,1,1,3,2,2,2,2,2,2,3,3,2,3,2,2,2,2,2,2,2
196,AY661192,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,0,0,0,1,0,2,0,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2
197,AF008725,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,0,0,0,1,0,1,1,1,2,1,2,2,2,2,2,3,3,1,3,2,2,2,2,2,2,2
198,AY661191,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,0,0,0,1,0,1,0,1,1,2,2,2,2,2,3,2,2,2,2,2,1,1,1,3,1,2
199,AY661188,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,0,1,0,1,1,2,1,1,3,2,2,2,2,1,3,2,2,2,2,2,1,1,1,2,2,2
200,AY661190,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,0,1,0,2,1,1,2,2,2,2,2,2,2,3,3,2,3,0,2,2,2,2,2,2
201,AY661197,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,0,0,0,1,0,1,1,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2
202,AY661195,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,0,0,0,1,1,2,1,1,2,2,2,2,2,3,2,3,3,3,3,2,2,2,2,2,2,2
203,AY661193,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,0,0,0,1,1,2,1,1,2,2,2,2,2,2,2,3,3,2,3,2,2,2,2,2,2,2
204,AF008769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,1,0,0,2,2,2,3,3,1,2,2,2,2,1,1,1,2,1,2,1,2
205,AF008711,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,0,1,0,1,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2
206,AF180602,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,0,0,0,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,2,2,2,2,2,2,2
207,AF180570,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,1,0,1,2,2,3,2,2,1,2,1,1,2,2,2,1,1,1,2,1,2
208,AY661194,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,0,1,0,1,1,2,1,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2
209,AY661200,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,0,0,0,1,1,1,1,1,3,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2
210,AY661202,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,0,0,0,1,1,1,1,1,2,2,1,2,1,2,2,3,3,2,3,2,2,2,2,2,2,2
211,AY661201,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,2,2,0,2,2,2,2,2,1,3,2,2,3,3,3,0,2,2
212,AY661203,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,0,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
213,AY661205,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,2,2,0,2,2,2,1,1,2,3,2,2,3,3,3,1,2,3
214,AY661209,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,0,0,0,1,1,1,1,1,2,2,2,2,3,2,2,3,3,1,3,1,2,2,2,2,0,0
215,AF131997,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,0,1,0,1,1,1,1,1,2,1,2,2,2,3,2,3,2,2,2,1,2,2,2,2,1,2
216,AF180643,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,1,0,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2
217,AF368444,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,0,1,1,1,1,1,2,1,2,2,3,2,2,3,3,2,3,2,2,2,2,3,2,2
218,AF368446,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,0,0,0,1,1,1,1,1,2,1,2,2,2,2,2,3,3,2,3,2,2,2,2,2,2,2
219,AY661206,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,0,1,0,1,1,1,1,1,2,2,2,2,2,2,2,1,2,3,2,3,3,3,2,1,2,2
220,AY661208,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,3,2,3,2,3,3,1,2,2
221,AY661019,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,1,0,1,1,2,1,1,2,1,2,2,1,1,1,2,2,2,2,3,2,2,3,1,2,2
222,AY661026,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,0,1,1,1,1,1,2,2,1,2,2,2,2,2,2,3,2,3,3,3,3,1,3,2
223,AY661021,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,0,1,2,2,0,2,2,3,1,2,2,3,2,1,2,2
224,AY661207,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,1,0,1,1,1,1,1,2,2,1,1,2,0,2,0,2,3,2,2,3,3,3,1,2,2
225,AY661051,0,0,3,0,0,2,2,2,2,3,3,3,3,0,0,0,0,2,3,2,3,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,AY661022,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,2,2,1,1,2,2,3,2,3,3,3,3,1,2,3
227,AY661024,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,2,1,1,2,2,2,2,2,2,3,2,2,2,3,3,1,2,3
228,AY661031,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,2,2,2,0,0,2,3,2,2,2,2,2,1,2,2
229,AY661030,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,2,2,2,2,1,2,2,3,2,3,3,3,3,1,3,2
230,AY661020,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,2,1,1,3,2,2,3,3,1,2,1,2,0,2,1,1,1,1,2,1,1
231,AY661034,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,2,0,1,0,2,2,2,2,2,1,1,1,3,2
232,AY661035,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,2,2,2,2,2,2,2,1,3,3
233,AY661036,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,2,2,2,2,2,2,2,1,3,2
234,AY661037,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,2,2,2,2,2,2,2,1,3,2
235,AY661032,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,2,3,2,2,2,1,3,2
236,AY661023,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,2,1,1,2,2,2,1,1,2,3,2,3,3,2,3,1,2,3
237,AY661033,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,1,3,3
238,AF201874,3,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,AF092062,1,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
